2,2020-12-04 13:40:53.927427,TaskStarting,2,2_M0,3,RR
3,2020-12-04 13:40:54.302355,TaskArrived,3,3_M0,4,RR
3,2020-12-04 13:40:54.303355,TaskStarting,3,3_M0,4,RR
1,2020-12-04 13:40:54.305348,TaskArrived,3,3_M1,3,RR
1,2020-12-04 13:40:54.306349,TaskStarting,3,3_M1,3,RR
2,2020-12-04 13:40:54.307341,TaskArrived,3,3_M2,3,RR
2,2020-12-04 13:40:54.308339,TaskStarting,3,3_M2,3,RR
3,2020-12-04 13:40:54.311333,TaskArrived,3,3_M3,1,RR
3,2020-12-04 13:40:54.312327,TaskStarting,3,3_M3,1,RR
1,2020-12-04 13:40:54.736220,TaskFinished,0,0_M0,0,RR
1,2020-12-04 13:40:54.751181,TaskArrived,0,0_R0,4,RR
1,2020-12-04 13:40:54.753179,TaskStarting,0,0_R0,4,RR
2,2020-12-04 13:40:54.754174,TaskArrived,0,0_R1,3,RR
2,2020-12-04 13:40:54.756170,TaskStarting,0,0_R1,3,RR
3,2020-12-04 13:40:55.049143,TaskFinished,1,1_M1,0,RR
3,2020-12-04 13:40:55.159847,TaskArrived,4,4_M0,1,RR
3,2020-12-04 13:40:55.160846,TaskStarting,4,4_M0,1,RR
1,2020-12-04 13:40:55.163837,TaskArrived,4,4_M1,1,RR
1,2020-12-04 13:40:55.165846,TaskStarting,4,4_M1,1,RR
2,2020-12-04 13:40:55.167827,TaskArrived,4,4_M2,4,RR
2,2020-12-04 13:40:55.169820,TaskStarting,4,4_M2,4,RR
1,2020-12-04 13:40:55.173813,TaskArrived,4,4_M3,2,RR
1,2020-12-04 13:40:55.174809,TaskStarting,4,4_M3,2,RR
3,2020-12-04 13:40:56.062444,TaskFinished,3,3_M3,0,RR
1,2020-12-04 13:40:56.761715,TaskFinished,1,1_M2,0,RR
1,2020-12-04 13:40:56.767700,TaskFinished,4,4_M1,0,RR
2,2020-12-04 13:40:56.837513,TaskFinished,1,1_M0,0,RR
2,2020-12-04 13:40:56.852474,TaskArrived,1,1_R0,3,RR
2,2020-12-04 13:40:56.853471,TaskStarting,1,1_R0,3,RR
3,2020-12-04 13:40:56.855465,TaskArrived,1,1_R1,2,RR
3,2020-12-04 13:40:56.856466,TaskStarting,1,1_R1,2,RR
3,2020-12-04 13:40:57.068895,TaskFinished,4,4_M0,0,RR
1,2020-12-04 13:40:57.780507,TaskFinished,3,3_M1,0,RR
1,2020-12-04 13:40:57.786491,TaskFinished,4,4_M3,0,RR
2,2020-12-04 13:40:57.857303,TaskFinished,2,2_M0,0,RR
2,2020-12-04 13:40:57.861291,TaskFinished,3,3_M2,0,RR
2,2020-12-04 13:40:57.865891,TaskFinished,0,0_R1,0,RR
1,2020-12-04 13:40:57.871859,TaskArrived,2,2_R0,3,RR
1,2020-12-04 13:40:57.872857,TaskStarting,2,2_R0,3,RR
2,2020-12-04 13:40:57.874851,TaskArrived,2,2_R1,1,RR
2,2020-12-04 13:40:57.875847,TaskStarting,2,2_R1,1,RR
3,2020-12-04 13:40:59.085671,TaskFinished,3,3_M0,0,RR
3,2020-12-04 13:40:59.089658,TaskFinished,1,1_R1,0,RR
3,2020-12-04 13:40:59.100630,TaskArrived,3,3_R0,2,RR
3,2020-12-04 13:40:59.101628,TaskStarting,3,3_R0,2,RR
1,2020-12-04 13:40:59.103621,TaskArrived,3,3_R1,1,RR
1,2020-12-04 13:40:59.103621,TaskStarting,3,3_R1,1,RR
1,2020-12-04 13:40:59.802213,TaskFinished,0,0_R0,0,RR
2,2020-12-04 13:40:59.897928,TaskFinished,2,2_R1,0,RR
2,2020-12-04 13:40:59.907902,TaskFinished,4,4_M2,0,RR
2,2020-12-04 13:40:59.936826,TaskArrived,4,4_R0,2,RR
2,2020-12-04 13:40:59.937824,TaskStarting,4,4_R0,2,RR
1,2020-12-04 13:41:00.819465,TaskFinished,3,3_R1,0,RR
2,2020-12-04 13:41:00.919709,TaskFinished,1,1_R0,0,RR
1,2020-12-04 13:41:01.829934,TaskFinished,2,2_R0,0,RR
3,2020-12-04 13:41:02.133126,TaskFinished,3,3_R0,0,RR
2,2020-12-04 13:41:02.952941,TaskFinished,4,4_R0,0,RR
2,2020-12-04 13:41:57.784150,TaskArrived,0,0_M0,1,LL
2,2020-12-04 13:41:57.787141,TaskStarting,0,0_M0,1,LL
2,2020-12-04 13:41:57.790135,TaskArrived,0,0_M1,1,LL
2,2020-12-04 13:41:57.792130,TaskStarting,0,0_M1,1,LL
1,2020-12-04 13:41:57.797115,TaskArrived,0,0_M2,4,LL
1,2020-12-04 13:41:57.799110,TaskStarting,0,0_M2,4,LL
2,2020-12-04 13:41:57.805092,TaskArrived,0,0_M3,4,LL
2,2020-12-04 13:41:57.806092,TaskStarting,0,0_M3,4,LL
2,2020-12-04 13:41:59.553756,TaskFinished,0,0_M0,0,LL
2,2020-12-04 13:41:59.580684,TaskFinished,0,0_M1,0,LL
2,2020-12-04 13:42:01.904616,TaskArrived,1,1_M0,4,LL
2,2020-12-04 13:42:01.905614,TaskStarting,1,1_M0,4,LL
2,2020-12-04 13:42:02.002353,TaskArrived,2,2_M0,1,LL
2,2020-12-04 13:42:02.003352,TaskStarting,2,2_M0,1,LL
1,2020-12-04 13:42:02.582803,TaskArrived,3,3_M0,1,LL
1,2020-12-04 13:42:02.583800,TaskStarting,3,3_M0,1,LL
2,2020-12-04 13:42:02.585797,TaskArrived,3,3_M1,4,LL
2,2020-12-04 13:42:02.586791,TaskStarting,3,3_M1,4,LL
1,2020-12-04 13:42:02.588786,TaskArrived,3,3_M2,2,LL
1,2020-12-04 13:42:02.590805,TaskStarting,3,3_M2,2,LL
2,2020-12-04 13:42:02.903699,TaskFinished,0,0_M3,0,LL
1,2020-12-04 13:42:03.098179,TaskFinished,0,0_M2,0,LL
2,2020-12-04 13:42:03.131092,TaskArrived,0,0_R0,3,LL
2,2020-12-04 13:42:03.132090,TaskStarting,0,0_R0,3,LL
1,2020-12-04 13:42:03.490132,TaskArrived,4,4_M0,2,LL
1,2020-12-04 13:42:03.491129,TaskStarting,4,4_M0,2,LL
2,2020-12-04 13:42:03.494122,TaskArrived,4,4_M1,3,LL
2,2020-12-04 13:42:03.495120,TaskStarting,4,4_M1,3,LL
3,2020-12-04 13:42:03.505092,TaskArrived,4,4_M2,2,LL
3,2020-12-04 13:42:03.507089,TaskStarting,4,4_M2,2,LL
1,2020-12-04 13:42:03.522047,TaskArrived,4,4_M3,3,LL
1,2020-12-04 13:42:03.523049,TaskStarting,4,4_M3,3,LL
2,2020-12-04 13:42:03.923971,TaskFinished,2,2_M0,0,LL
2,2020-12-04 13:42:03.933946,TaskArrived,2,2_R0,4,LL
2,2020-12-04 13:42:03.934949,TaskStarting,2,2_R0,4,LL
1,2020-12-04 13:42:04.152363,TaskFinished,3,3_M0,0,LL
1,2020-12-04 13:42:05.167135,TaskFinished,3,3_M2,0,LL
3,2020-12-04 13:42:06.025858,TaskFinished,4,4_M2,0,LL
1,2020-12-04 13:42:06.181440,TaskFinished,4,4_M0,0,LL
2,2020-12-04 13:42:06.965236,TaskFinished,1,1_M0,0,LL
2,2020-12-04 13:42:06.971220,TaskFinished,0,0_R0,0,LL
2,2020-12-04 13:42:06.974214,TaskFinished,3,3_M1,0,LL
1,2020-12-04 13:42:06.974214,TaskArrived,1,1_R0,3,LL
1,2020-12-04 13:42:06.974214,TaskStarting,1,1_R0,3,LL
2,2020-12-04 13:42:06.978203,TaskArrived,1,1_R1,4,LL
2,2020-12-04 13:42:06.979202,TaskStarting,1,1_R1,4,LL
2,2020-12-04 13:42:06.980198,TaskFinished,4,4_M1,0,LL
2,2020-12-04 13:42:06.982191,TaskArrived,3,3_R0,3,LL
2,2020-12-04 13:42:06.983190,TaskStarting,3,3_R0,3,LL
1,2020-12-04 13:42:07.202603,TaskFinished,4,4_M3,0,LL
1,2020-12-04 13:42:07.212577,TaskArrived,4,4_R0,4,LL
1,2020-12-04 13:42:07.213574,TaskStarting,4,4_R0,4,LL
2,2020-12-04 13:42:09.004644,TaskFinished,2,2_R0,0,LL
1,2020-12-04 13:42:10.234195,TaskFinished,1,1_R0,0,LL
2,2020-12-04 13:42:11.046497,TaskFinished,3,3_R0,0,LL
2,2020-12-04 13:42:12.058780,TaskFinished,1,1_R1,0,LL
1,2020-12-04 13:42:12.319084,TaskFinished,4,4_R0,0,LL
